investor_id,age_group,city_tier,risk_appetite,investment_cr,tenure_years,channel,gender
4061,46-55,Tier 1,Conservative,0.3795,0.7,Direct,M
4062,55+,Tier 1,Moderate,0.3029,2.7,Distributor,M
4063,46-55,Tier 2,Aggressive,0.4066,0.4,Online,F
4064,46-55,Tier 1,Aggressive,0.3131,0.2,Online,M
4065,46-55,Tier 3,Conservative,0.9868,3.4,Direct,F
4066,46-55,Tier 1,Aggressive,0.5264,5.1,Direct,M
4067,46-55,Tier 2,Moderate,0.0327,0.3,Distributor,M
4068,26-35,Tier 3,Aggressive,0.7193,1.1,Bank,M
4069,55+,Tier 3,Aggressive,0.8426,1.3,Direct,F
4070,55+,Tier 1,Aggressive,0.3513,2.6,Online,M
4071,55+,Tier 1,Conservative,0.0442,9.7,Bank,M
4072,18-25,Tier 1,Conservative,0.2985,1.9,Direct,F
4073,46-55,Tier 1,Moderate,0.1046,0.8,Bank,F
4074,55+,Tier 3,Conservative,0.2086,4.2,Direct,M
4075,55+,Tier 3,Aggressive,0.6627,2.7,Direct,F
4076,36-45,Tier 2,Aggressive,0.8713,1.6,Online,M
4077,55+,Tier 1,Conservative,2.1048,0.9,Bank,F
4078,18-25,Tier 2,Conservative,1.2554,1.7,Distributor,M
4079,26-35,Tier 3,Conservative,0.3301,5.0,Bank,F
4080,36-45,Tier 1,Moderate,0.3098,6.0,Bank,M
4081,18-25,Tier 2,Moderate,0.1652,0.0,Distributor,M
4082,26-35,Tier 2,Conservative,0.1002,11.6,Distributor,M
4083,26-35,Tier 2,Moderate,0.1414,0.8,Direct,M
4084,36-45,Tier 2,Aggressive,0.0486,2.4,Distributor,M
4085,46-55,Tier 2,Conservative,0.2096,4.6,Distributor,M
4086,55+,Tier 2,Aggressive,0.0022,3.2,Direct,M
4087,46-55,Tier 1,Conservative,0.6182,1.1,Direct,M
4088,36-45,Tier 2,Aggressive,0.1523,0.6,Direct,F
4089,26-35,Tier 3,Conservative,1.0771,3.0,Online,M
4090,46-55,Tier 1,Aggressive,0.4365,7.8,Online,M
4091,46-55,Tier 1,Conservative,0.0025,0.9,Online,F
4092,26-35,Tier 1,Moderate,0.0494,10.4,Direct,M
4093,46-55,Tier 1,Conservative,0.4352,1.3,Bank,F
4094,46-55,Tier 1,Conservative,0.6635,0.7,Distributor,F
4095,55+,Tier 1,Moderate,0.5315,12.6,Distributor,F
4096,36-45,Tier 2,Conservative,0.4597,3.8,Distributor,M
4097,18-25,Tier 1,Moderate,0.2005,0.2,Direct,M
4098,55+,Tier 3,Conservative,0.3529,0.1,Bank,F
4099,46-55,Tier 1,Conservative,0.1095,3.2,Bank,F
4100,46-55,Tier 1,Conservative,0.0619,2.6,Online,F
4101,55+,Tier 1,Conservative,0.0895,0.1,Distributor,F
4102,26-35,Tier 1,Moderate,0.0405,0.8,Distributor,F
4103,55+,Tier 2,Moderate,0.3658,1.9,Distributor,M
4104,36-45,Tier 2,Moderate,0.0123,3.4,Bank,M
4105,36-45,Tier 2,Moderate,0.6204,5.0,Bank,M
4106,55+,Tier 2,Conservative,1.0307,2.1,Direct,F
4107,36-45,Tier 2,Conservative,0.5676,0.6,Direct,F
4108,18-25,Tier 3,Conservative,0.5331,4.0,Online,M
4109,36-45,Tier 3,Moderate,0.7238,0.3,Distributor,M
4110,46-55,Tier 2,Conservative,0.3643,0.9,Online,M
4111,36-45,Tier 2,Moderate,0.8321,2.7,Distributor,M
4112,55+,Tier 1,Aggressive,0.0813,0.8,Distributor,M
4113,36-45,Tier 2,Moderate,0.4778,1.1,Distributor,F
4114,18-25,Tier 1,Conservative,0.4559,0.8,Distributor,M
4115,18-25,Tier 3,Moderate,1.3662,0.2,Distributor,M
4116,18-25,Tier 1,Moderate,0.0916,2.1,Online,M
4117,46-55,Tier 1,Aggressive,0.0078,0.2,Distributor,F
4118,18-25,Tier 2,Aggressive,0.3127,0.6,Online,F
4119,26-35,Tier 1,Aggressive,1.0546,0.4,Bank,F
4120,46-55,Tier 1,Aggressive,0.5206,1.0,Distributor,M
4121,55+,Tier 2,Aggressive,0.0433,1.8,Bank,M
4122,26-35,Tier 1,Aggressive,0.255,4.3,Distributor,M
4123,55+,Tier 2,Moderate,1.5747,6.4,Bank,M
4124,18-25,Tier 2,Aggressive,0.4181,1.7,Online,M
4125,55+,Tier 3,Aggressive,0.0173,2.0,Online,F
4126,36-45,Tier 2,Moderate,0.0204,3.3,Direct,F
4127,55+,Tier 1,Aggressive,1.0367,1.6,Online,M
4128,36-45,Tier 1,Conservative,0.0149,1.7,Bank,M
4129,55+,Tier 1,Conservative,1.2533,2.5,Online,M
4130,46-55,Tier 1,Moderate,0.0446,2.9,Bank,M
4131,36-45,Tier 1,Aggressive,0.1248,2.0,Direct,F
4132,55+,Tier 1,Aggressive,0.1642,3.5,Direct,F
4133,26-35,Tier 3,Conservative,0.5416,2.9,Online,M
4134,26-35,Tier 1,Moderate,0.5794,0.4,Online,F
4135,18-25,Tier 3,Moderate,0.665,4.5,Direct,F
4136,26-35,Tier 3,Moderate,0.302,3.8,Online,M
4137,26-35,Tier 2,Conservative,0.9085,2.8,Direct,M
4138,36-45,Tier 3,Conservative,0.7017,0.3,Direct,F
4139,18-25,Tier 2,Aggressive,0.0388,5.7,Direct,F
4140,18-25,Tier 1,Aggressive,0.0731,4.0,Bank,M
4141,46-55,Tier 2,Conservative,0.1558,0.4,Direct,M
4142,46-55,Tier 1,Aggressive,0.1398,2.8,Distributor,M
4143,46-55,Tier 2,Conservative,0.1768,4.6,Online,M
4144,18-25,Tier 2,Moderate,0.1986,5.2,Direct,M
4145,46-55,Tier 1,Moderate,0.2681,13.8,Distributor,F
4146,55+,Tier 3,Conservative,0.191,0.6,Bank,F
4147,18-25,Tier 3,Aggressive,0.2336,0.1,Online,M
4148,55+,Tier 2,Aggressive,0.5672,2.7,Bank,F
4149,26-35,Tier 2,Aggressive,0.4554,1.4,Bank,F
4150,18-25,Tier 2,Moderate,0.34,5.4,Online,M
4151,46-55,Tier 3,Conservative,0.3149,0.2,Direct,F
4152,26-35,Tier 3,Conservative,1.4905,0.1,Bank,F
4153,18-25,Tier 2,Moderate,0.246,2.5,Direct,M
4154,36-45,Tier 3,Conservative,0.3127,0.2,Distributor,M
4155,26-35,Tier 3,Moderate,2.0813,9.7,Distributor,F
4156,18-25,Tier 3,Aggressive,1.029,0.0,Distributor,F
4157,46-55,Tier 2,Conservative,0.037,0.1,Online,F
4158,36-45,Tier 2,Aggressive,0.1819,2.4,Direct,None
4159,55+,Tier 2,Conservative,0.2581,2.8,Online,F
4160,36-45,Tier 2,Moderate,0.1639,0.4,Bank,M
4161,36-45,Tier 2,Conservative,2.7986,1.1,Direct,F
4162,55+,Tier 3,Moderate,0.1235,0.2,Online,M
4163,46-55,Tier 2,Conservative,0.1099,2.0,Distributor,F
4164,18-25,Tier 3,Moderate,0.1328,3.1,Distributor,F
4165,18-25,Tier 2,Aggressive,0.7998,9.2,Distributor,M
4166,55+,Tier 1,Moderate,0.8368,1.6,Direct,M
4167,36-45,Tier 1,Moderate,2.1257,0.1,Distributor,F
4168,26-35,Tier 3,Moderate,0.022,4.9,Online,M
4169,36-45,Tier 1,Aggressive,0.0128,7.3,Online,M
4170,36-45,Tier 1,Conservative,0.2466,13.7,Online,M
4171,26-35,Tier 1,Conservative,0.2173,7.3,Online,F
4172,26-35,Tier 1,Aggressive,0.0516,10.1,Direct,M
4173,55+,Tier 3,Aggressive,1.9411,5.5,Distributor,F
4174,55+,Tier 2,Moderate,0.1392,1.1,Distributor,M
4175,18-25,Tier 2,Conservative,0.4434,0.3,Bank,M
4176,46-55,Tier 1,Conservative,0.418,1.4,Online,M
4177,18-25,Tier 3,Moderate,0.0451,3.1,Online,M
4178,36-45,Tier 2,Conservative,0.1814,0.0,Distributor,M
4179,55+,Tier 1,Conservative,0.0999,2.9,Distributor,M
4180,26-35,Tier 2,Moderate,1.7893,0.1,Bank,M
4181,18-25,Tier 2,Aggressive,0.5238,2.6,Distributor,F
4182,55+,Tier 1,Moderate,0.106,1.9,Distributor,M
4183,46-55,Tier 3,Moderate,1.0245,1.0,Online,M
4184,18-25,Tier 3,Conservative,0.0323,1.5,Bank,M
4185,18-25,Tier 1,Aggressive,0.0829,1.9,Online,M
4186,55+,Tier 2,Moderate,0.9108,1.1,Direct,F
4187,46-55,Tier 1,Moderate,0.14,2.4,Online,None
4188,36-45,Tier 3,Conservative,0.4851,4.5,Distributor,F
4189,46-55,Tier 1,Aggressive,1.5867,0.6,Direct,M
4190,36-45,Tier 1,Moderate,0.8665,0.5,Direct,M
4191,55+,Tier 3,Moderate,1.1486,0.4,Bank,M
4192,18-25,Tier 1,Conservative,0.2323,0.9,Distributor,M
4193,36-45,Tier 2,Conservative,0.109,0.7,Bank,F
4194,55+,Tier 2,Aggressive,0.5171,1.7,Bank,F
4195,46-55,Tier 2,Moderate,0.6948,2.7,Online,M
4196,55+,Tier 3,Conservative,0.3252,4.5,Online,F
4197,36-45,Tier 1,Moderate,1.7493,3.7,Distributor,M
4198,26-35,Tier 3,Aggressive,0.1598,10.6,Distributor,M
4199,55+,Tier 1,Moderate,0.0846,13.1,Bank,M
4200,36-45,Tier 2,Moderate,1.1329,5.9,Direct,F
4201,36-45,Tier 3,Aggressive,0.6703,2.1,Bank,F
4202,46-55,Tier 1,Moderate,2.0882,1.1,Online,M
4203,46-55,Tier 1,Conservative,0.1225,4.0,Direct,M
4204,18-25,Tier 1,Conservative,0.5829,0.6,Bank,F
4205,36-45,Tier 1,Aggressive,0.6426,0.1,Online,M
4206,55+,Tier 1,Aggressive,0.3695,0.8,Direct,F
4207,55+,Tier 1,Aggressive,0.6349,10.3,Bank,F
4208,26-35,Tier 3,Moderate,0.5389,0.4,Distributor,F
4209,46-55,Tier 3,Moderate,0.0275,1.5,Direct,M
4210,36-45,Tier 1,Aggressive,0.6372,3.4,Distributor,M
4211,18-25,Tier 1,Moderate,0.2609,8.9,Direct,M
4212,55+,Tier 1,Moderate,0.0242,4.2,Distributor,M
4213,18-25,Tier 1,Moderate,0.5977,1.3,Direct,F
4214,18-25,Tier 2,Conservative,0.3316,1.3,Distributor,F
4215,55+,Tier 3,Aggressive,0.5021,5.0,Online,M
4216,36-45,Tier 3,Conservative,0.1063,0.8,Distributor,F
4217,18-25,Tier 1,Aggressive,0.3159,1.5,Direct,M
4218,55+,Tier 1,Aggressive,0.1242,3.9,Online,M
4219,36-45,Tier 2,Aggressive,0.0686,0.1,Online,F
4220,26-35,Tier 3,Moderate,0.1916,3.5,Direct,F
4221,55+,Tier 1,Conservative,1.5313,5.8,Online,None
4222,18-25,Tier 1,Conservative,0.793,4.9,Bank,M
4223,26-35,Tier 1,Aggressive,0.3905,2.5,Online,M
4224,36-45,Tier 2,Aggressive,0.0877,1.7,Distributor,M
4225,46-55,Tier 2,Conservative,0.5014,2.9,Distributor,M
4226,18-25,Tier 1,Aggressive,0.0527,1.6,Distributor,F
4227,18-25,Tier 2,Moderate,0.0027,0.2,Direct,F
4228,46-55,Tier 3,Moderate,0.2129,1.2,Distributor,M
4229,18-25,Tier 2,Aggressive,0.5695,3.2,Direct,M
4230,55+,Tier 2,Moderate,0.4431,0.2,Distributor,M
4231,46-55,Tier 1,Conservative,0.8913,4.0,Direct,M
4232,18-25,Tier 1,Aggressive,0.0211,0.1,Online,M
4233,55+,Tier 2,Conservative,0.153,1.0,Distributor,F
4234,26-35,Tier 2,Moderate,0.7157,1.4,Distributor,M
4235,55+,Tier 2,Conservative,0.6475,4.9,Direct,M
4236,26-35,Tier 1,Conservative,0.5117,3.5,Bank,F
4237,46-55,Tier 1,Conservative,0.6983,1.4,Direct,M
4238,36-45,Tier 1,Moderate,0.2313,4.8,Bank,F
4239,26-35,Tier 3,Conservative,0.4139,11.5,Distributor,F
4240,26-35,Tier 3,Moderate,0.1132,1.9,Online,F
4241,46-55,Tier 1,Moderate,0.0534,0.2,Distributor,F
4242,26-35,Tier 2,Conservative,0.5447,1.5,Bank,F
4243,26-35,Tier 3,Conservative,0.4449,2.2,Bank,M
4244,18-25,Tier 2,Conservative,0.3693,0.1,Bank,F
4245,18-25,Tier 3,Moderate,0.1783,0.0,Bank,M
4246,55+,Tier 3,Conservative,0.3434,0.2,Distributor,M
4247,55+,Tier 1,Conservative,0.8111,2.7,Direct,M
4248,36-45,Tier 3,Moderate,1.3255,1.1,Online,M
4249,36-45,Tier 1,Aggressive,0.3303,1.2,Online,M
4250,18-25,Tier 1,Aggressive,0.3696,2.8,Bank,M
4251,55+,Tier 3,Conservative,0.7143,0.4,Distributor,M
4252,36-45,Tier 1,Moderate,0.9067,2.2,Bank,F
4253,26-35,Tier 1,Aggressive,0.8013,11.9,Online,F
4254,18-25,Tier 2,Aggressive,0.161,0.2,Distributor,F
4255,26-35,Tier 3,Aggressive,0.6683,2.6,Bank,F
4256,18-25,Tier 3,Moderate,0.013,6.7,Distributor,F
4257,55+,Tier 2,Conservative,0.171,3.1,Direct,F
4258,26-35,Tier 2,Conservative,1.2116,0.9,Bank,F
4259,18-25,Tier 1,Conservative,0.7453,0.4,Bank,M
4260,36-45,Tier 1,Moderate,0.1043,2.3,Online,M
4261,36-45,Tier 2,Conservative,0.9296,0.5,Bank,M
4262,36-45,Tier 1,Conservative,0.8475,5.7,Direct,F
4263,18-25,Tier 3,Conservative,0.0939,2.8,Direct,M
4264,55+,Tier 3,Moderate,0.3399,2.2,Online,F
4265,46-55,Tier 2,Moderate,0.0966,0.8,Bank,M
4266,18-25,Tier 3,Aggressive,0.2167,3.1,Online,M
4267,18-25,Tier 2,Aggressive,0.1295,0.5,Bank,F
4268,26-35,Tier 1,Moderate,0.2373,0.4,Online,F
4269,46-55,Tier 1,Aggressive,0.1837,7.2,Online,M
4270,26-35,Tier 3,Aggressive,0.4041,4.5,Online,F
4271,55+,Tier 3,Conservative,1.6632,0.9,Online,M
4272,46-55,Tier 2,Moderate,0.0749,1.3,Bank,M
4273,36-45,Tier 3,Aggressive,0.2414,0.8,Distributor,F
4274,46-55,Tier 1,Moderate,0.5727,11.3,Bank,F
4275,46-55,Tier 3,Aggressive,0.3882,3.6,Distributor,M
4276,18-25,Tier 1,Moderate,0.1314,6.1,Direct,F
4277,18-25,Tier 2,Conservative,0.4465,2.0,Distributor,M
4278,18-25,Tier 1,Aggressive,0.2377,4.5,Direct,M
4279,46-55,Tier 1,Conservative,0.2364,2.0,Direct,F
4280,36-45,Tier 2,Aggressive,0.2145,1.9,Distributor,F
4281,26-35,Tier 2,Conservative,0.9639,11.1,Online,M
4282,46-55,Tier 1,Conservative,0.83,6.8,Bank,M
4283,55+,Tier 2,Moderate,0.1805,3.5,Online,M
4284,26-35,Tier 2,Moderate,0.2033,0.3,Direct,F
4285,46-55,Tier 1,Moderate,0.5519,3.1,Bank,M
4286,55+,Tier 1,Conservative,0.0409,2.3,Direct,M
4287,18-25,Tier 3,Aggressive,0.4104,2.4,Bank,M
4288,46-55,Tier 1,Conservative,0.0079,2.9,Direct,M
4289,18-25,Tier 3,Moderate,0.1959,3.2,Bank,F
4290,36-45,Tier 1,Moderate,2.6687,4.2,Direct,M
4291,18-25,Tier 3,Moderate,1.8446,1.4,Bank,M
4292,46-55,Tier 2,Moderate,1.3535,2.8,Online,F
4293,36-45,Tier 2,Aggressive,0.3642,0.7,Bank,F
4294,18-25,Tier 3,Conservative,0.1747,4.0,Bank,F
4295,46-55,Tier 2,Moderate,0.7798,1.9,Direct,F
4296,55+,Tier 2,Moderate,0.5403,0.7,Online,F
4297,26-35,Tier 2,Conservative,1.9795,2.6,Distributor,F
4298,26-35,Tier 1,Aggressive,0.0007,1.8,Direct,M
4299,18-25,Tier 3,Moderate,0.2932,3.6,Distributor,M
4300,46-55,Tier 1,Aggressive,0.1316,1.1,Direct,M
4301,36-45,Tier 1,Conservative,0.3425,4.7,Bank,M
4302,55+,Tier 3,Aggressive,0.0104,5.0,Direct,F
4303,36-45,Tier 2,Moderate,0.6331,0.4,Direct,M
4304,46-55,Tier 3,Conservative,0.1861,2.6,Direct,F
4305,18-25,Tier 1,Moderate,0.1678,3.6,Bank,F
4306,18-25,Tier 1,Aggressive,0.2665,0.5,Bank,F
4307,36-45,Tier 1,Aggressive,0.0355,0.7,Direct,F
4308,18-25,Tier 1,Conservative,0.051,9.3,Distributor,M
4309,26-35,Tier 3,Conservative,0.0282,4.3,Direct,M
4310,18-25,Tier 2,Conservative,0.7307,6.1,Direct,M
4311,36-45,Tier 2,Moderate,0.3251,3.3,Online,F
4312,55+,Tier 1,Moderate,0.0134,5.2,Distributor,F
4313,18-25,Tier 1,Aggressive,0.738,0.2,Online,M
4314,55+,Tier 1,Aggressive,0.1188,1.9,Distributor,F
4315,36-45,Tier 2,Conservative,0.0031,3.9,Online,M
4316,46-55,Tier 2,Moderate,0.8025,7.3,Bank,M
4317,18-25,Tier 1,Aggressive,0.2717,6.0,Online,M
4318,36-45,Tier 2,Aggressive,0.862,8.9,Bank,M
4319,55+,Tier 1,Moderate,0.0148,0.8,Online,F
4320,55+,Tier 1,Moderate,0.5743,0.1,Direct,F
4321,36-45,Tier 1,Aggressive,0.0183,1.0,Direct,None
4322,36-45,Tier 1,Moderate,1.1496,2.2,Online,M
4323,46-55,Tier 2,Moderate,1.204,3.6,Direct,M
4324,46-55,Tier 1,Aggressive,0.1495,3.1,Bank,F
4325,55+,Tier 1,Moderate,0.9836,0.3,Distributor,M
4326,18-25,Tier 1,Moderate,1.3266,2.0,Online,F
4327,55+,Tier 3,Conservative,1.8925,4.1,Bank,F
4328,36-45,Tier 2,Moderate,0.6659,1.8,Online,F
4329,36-45,Tier 2,Aggressive,0.0103,0.5,Online,M
4330,46-55,Tier 3,Moderate,0.0426,2.3,Direct,F
4331,36-45,Tier 3,Conservative,0.0043,1.3,Bank,F
4332,46-55,Tier 1,Moderate,0.3631,3.8,Direct,M
4333,18-25,Tier 3,Moderate,0.0879,2.9,Distributor,F
4334,46-55,Tier 1,Conservative,0.4292,2.8,Online,M
4335,55+,Tier 2,Moderate,0.6537,1.6,Direct,M
4336,36-45,Tier 1,Conservative,0.7044,1.7,Distributor,M
4337,26-35,Tier 3,Conservative,0.1237,3.3,Bank,M
4338,55+,Tier 3,Moderate,0.1182,2.0,Direct,F
4339,36-45,Tier 2,Aggressive,0.8923,0.3,Direct,F
4340,55+,Tier 3,Conservative,0.2605,0.3,Distributor,M
4341,55+,Tier 1,Conservative,2.835,2.7,Distributor,F
4342,18-25,Tier 1,Conservative,0.4305,2.3,Distributor,F
4343,18-25,Tier 2,Aggressive,0.2752,0.9,Bank,M
4344,18-25,Tier 1,Conservative,0.3758,0.0,Online,M
4345,18-25,Tier 3,Aggressive,0.3183,0.7,Direct,M
4346,55+,Tier 2,Moderate,0.4851,1.9,Online,M
4347,26-35,Tier 1,Conservative,1.2567,0.1,Bank,M
4348,36-45,Tier 3,Aggressive,0.1309,3.1,Direct,F
4349,18-25,Tier 2,Conservative,1.8436,4.0,Online,M
4350,18-25,Tier 3,Aggressive,0.5693,2.1,Online,M
4351,26-35,Tier 2,Aggressive,0.008,9.3,Direct,M
4352,46-55,Tier 1,Aggressive,0.4016,0.9,Direct,F
4353,26-35,Tier 3,Conservative,0.1418,8.9,Bank,F
4354,26-35,Tier 1,Conservative,0.612,0.0,Direct,M
4355,55+,Tier 3,Moderate,1.6307,1.0,Bank,M
4356,26-35,Tier 2,Conservative,0.144,1.0,Online,F
4357,26-35,Tier 1,Aggressive,0.7566,2.6,Online,M
4358,55+,Tier 2,Moderate,1.6506,2.6,Direct,M
4359,46-55,Tier 1,Aggressive,1.151,1.0,Online,M
4360,55+,Tier 2,Conservative,1.3622,4.1,Direct,F
4361,18-25,Tier 1,Conservative,0.054,3.4,Distributor,M
4362,46-55,Tier 1,Moderate,0.5208,5.5,Direct,F
4363,46-55,Tier 2,Conservative,0.1416,8.4,Online,M
4364,46-55,Tier 3,Moderate,0.423,2.0,Bank,None
4365,18-25,Tier 1,Moderate,0.0969,1.1,Distributor,F
4366,46-55,Tier 2,Conservative,0.0281,0.1,Distributor,M
4367,46-55,Tier 3,Conservative,0.0089,2.1,Direct,M
4368,46-55,Tier 2,Aggressive,0.8678,3.3,Direct,M
4369,18-25,Tier 2,Conservative,0.2482,8.2,Bank,M
4370,26-35,Tier 1,Aggressive,0.0525,0.9,Bank,M
4371,36-45,Tier 1,Moderate,0.7841,1.8,Bank,F
4372,18-25,Tier 2,Aggressive,0.6674,2.1,Direct,M
4373,18-25,Tier 1,Aggressive,0.942,3.4,Bank,F
4374,46-55,Tier 1,Moderate,0.4045,7.5,Direct,M
4375,46-55,Tier 2,Moderate,0.0504,7.1,Online,F
4376,55+,Tier 1,Conservative,0.2021,2.1,Direct,F
4377,55+,Tier 1,Aggressive,0.1691,6.5,Bank,F
4378,18-25,Tier 1,Aggressive,0.893,0.1,Direct,F
4379,55+,Tier 1,Moderate,0.1278,2.0,Direct,M
4380,36-45,Tier 1,Moderate,0.0828,0.9,Bank,M
4381,18-25,Tier 1,Moderate,0.3526,13.3,Distributor,F
4382,26-35,Tier 2,Conservative,0.1927,2.7,Direct,M
4383,46-55,Tier 1,Moderate,0.0282,4.1,Direct,F
4384,26-35,Tier 2,Aggressive,0.2051,0.7,Online,M
4385,36-45,Tier 2,Aggressive,0.2299,1.0,Online,M
4386,46-55,Tier 2,Conservative,0.1576,2.0,Direct,F
4387,55+,Tier 1,Moderate,1.3344,7.4,Online,M
4388,36-45,Tier 2,Moderate,0.0451,4.3,Bank,M
4389,36-45,Tier 1,Aggressive,0.0804,3.9,Distributor,M
4390,55+,Tier 2,Aggressive,0.1557,5.2,Direct,F
4391,18-25,Tier 2,Moderate,0.9103,3.7,Direct,M
4392,46-55,Tier 2,Moderate,0.5692,5.0,Online,M
4393,55+,Tier 1,Moderate,0.0546,2.5,Bank,F
4394,55+,Tier 1,Aggressive,0.8577,3.4,Distributor,F
4395,26-35,Tier 1,Conservative,0.0363,0.2,Online,F
4396,46-55,Tier 2,Aggressive,0.3235,0.3,Distributor,F
4397,46-55,Tier 1,Conservative,0.0633,5.3,Direct,F
4398,18-25,Tier 2,Conservative,0.0178,3.1,Direct,M
4399,36-45,Tier 3,Moderate,0.6364,3.6,Bank,F
4400,46-55,Tier 3,Aggressive,0.7957,0.0,Distributor,M
4401,36-45,Tier 3,Conservative,0.6985,1.1,Distributor,M
4402,18-25,Tier 1,Aggressive,0.4316,0.5,Distributor,M
4403,55+,Tier 2,Moderate,0.6419,0.1,Online,F
4404,18-25,Tier 2,Aggressive,1.1366,1.3,Direct,F
4405,18-25,Tier 2,Aggressive,0.4945,6.3,Distributor,F
4406,18-25,Tier 1,Aggressive,0.1215,8.2,Direct,M
4407,55+,Tier 3,Aggressive,0.502,0.7,Direct,M
4408,46-55,Tier 1,Conservative,0.5192,2.6,Bank,M
4409,55+,Tier 3,Conservative,0.2309,8.6,Online,F
4410,55+,Tier 1,Conservative,0.4895,2.0,Bank,M
4411,18-25,Tier 1,Conservative,0.4253,1.3,Bank,M
4412,18-25,Tier 3,Moderate,0.4262,1.7,Distributor,M
4413,36-45,Tier 3,Aggressive,0.667,12.0,Bank,M
4414,36-45,Tier 1,Conservative,0.5047,0.6,Distributor,M
4415,46-55,Tier 1,Aggressive,0.5145,1.5,Distributor,F
4416,26-35,Tier 2,Moderate,0.0,1.1,Direct,None
4417,26-35,Tier 2,Conservative,0.5706,2.2,Direct,M
4418,36-45,Tier 1,Moderate,0.5847,5.0,Bank,M
4419,36-45,Tier 3,Conservative,0.1979,3.9,Bank,M
4420,26-35,Tier 1,Moderate,0.5251,2.0,Distributor,M
4421,55+,Tier 1,Aggressive,0.3208,2.3,Distributor,F
4422,46-55,Tier 3,Aggressive,0.5201,4.2,Bank,M
4423,36-45,Tier 2,Moderate,0.2978,0.5,Bank,F
4424,18-25,Tier 1,Moderate,0.4309,4.5,Online,M
4425,46-55,Tier 2,Aggressive,0.9166,2.6,Direct,M
4426,26-35,Tier 1,Moderate,0.4524,4.4,Distributor,M
4427,26-35,Tier 1,Aggressive,0.1733,5.9,Direct,F
4428,55+,Tier 1,Moderate,0.1968,0.1,Distributor,M
4429,18-25,Tier 1,Moderate,0.3028,5.0,Direct,M
4430,18-25,Tier 3,Aggressive,1.2615,0.5,Distributor,M
4431,55+,Tier 1,Conservative,0.1746,12.6,Direct,F
4432,26-35,Tier 2,Moderate,0.4657,5.7,Distributor,M
4433,18-25,Tier 3,Conservative,0.3073,9.1,Distributor,M
4434,55+,Tier 1,Moderate,0.0682,4.3,Online,F
4435,46-55,Tier 1,Aggressive,0.1022,1.8,Distributor,F
4436,18-25,Tier 2,Aggressive,0.3335,0.6,Direct,M
4437,36-45,Tier 1,Aggressive,1.4711,5.6,Distributor,M
4438,36-45,Tier 1,Conservative,0.0654,5.6,Direct,F
4439,36-45,Tier 3,Moderate,1.1373,0.2,Online,F
4440,18-25,Tier 1,Moderate,0.7151,2.8,Bank,F
4441,26-35,Tier 1,Moderate,0.31,0.9,Bank,M
4442,55+,Tier 1,Aggressive,0.1344,2.5,Bank,M
4443,55+,Tier 1,Moderate,0.3493,1.1,Online,M
4444,26-35,Tier 1,Aggressive,0.009,12.1,Direct,F
4445,18-25,Tier 2,Aggressive,0.0718,0.1,Direct,M
4446,36-45,Tier 1,Moderate,0.3868,2.1,Online,F
4447,18-25,Tier 1,Moderate,0.4667,0.1,Online,F
4448,46-55,Tier 2,Aggressive,0.1425,0.9,Online,F
4449,55+,Tier 1,Conservative,0.4334,2.4,Distributor,M
4450,18-25,Tier 1,Aggressive,0.0621,3.6,Direct,M
4451,26-35,Tier 1,Moderate,0.3962,0.3,Online,M
4452,55+,Tier 2,Moderate,0.4103,1.3,Direct,F
4453,46-55,Tier 1,Aggressive,0.0499,0.7,Online,M
4454,46-55,Tier 1,Aggressive,0.0559,4.4,Direct,F
4455,55+,Tier 1,Conservative,0.2509,1.3,Distributor,M
4456,26-35,Tier 1,Aggressive,1.302,6.2,Distributor,F
4457,36-45,Tier 2,Aggressive,0.131,6.0,Online,M
4458,26-35,Tier 1,Conservative,1.3814,0.5,Distributor,F
4459,46-55,Tier 2,Conservative,0.4156,4.1,Direct,F
4460,26-35,Tier 2,Conservative,0.0704,4.3,Direct,M
4461,26-35,Tier 1,Conservative,0.0446,1.2,Bank,M
4462,55+,Tier 3,Conservative,0.4031,8.9,Direct,M
4463,55+,Tier 1,Aggressive,0.9053,5.1,Distributor,M
4464,18-25,Tier 1,Moderate,0.2949,2.6,Distributor,F
4465,18-25,Tier 2,Moderate,1.041,3.0,Direct,F
4466,46-55,Tier 1,Conservative,0.3756,5.0,Distributor,F
4467,36-45,Tier 1,Conservative,0.6582,5.2,Direct,F
4468,26-35,Tier 1,Conservative,1.0686,0.7,Distributor,F
4469,46-55,Tier 1,Moderate,0.935,2.3,Online,F
4470,46-55,Tier 1,Aggressive,0.0536,10.1,Bank,M
4471,46-55,Tier 2,Aggressive,0.3449,1.6,Online,F
4472,55+,Tier 3,Moderate,1.1614,1.1,Online,M
4473,18-25,Tier 2,Aggressive,0.437,1.5,Bank,M
4474,26-35,Tier 2,Conservative,0.2882,0.6,Distributor,M
4475,55+,Tier 1,Aggressive,0.1705,0.5,Online,M
4476,26-35,Tier 1,Moderate,0.2786,1.1,Direct,M
4477,36-45,Tier 2,Conservative,0.0323,3.5,Distributor,M
4478,18-25,Tier 1,Moderate,0.2681,0.9,Bank,M
4479,26-35,Tier 3,Moderate,0.8933,3.0,Bank,M
4480,36-45,Tier 1,Conservative,0.4468,3.1,Bank,M
4481,26-35,Tier 1,Aggressive,0.1758,0.9,Online,M
4482,46-55,Tier 2,Aggressive,0.069,1.1,Distributor,M
